guid,date,user_guid,user_country,product_guid,value,currency
dd7acad8-ac06-4ae0-af7c-917bfca56dd7,2024-02-05 03:38:14,b0305304-a458-4b3f-afa3-d5bc91d301bb,IR,06a6aa95-73da-49ab-b534-5add1e4b2eea,3620.51,EUR
9256e8db-f9d9-4c22-8654-75258f079240,2024-01-27 05:19:58,8b74b71b-c679-4f24-a317-0a9a6758c58d,CN,36d5a7b6-6bd7-461b-bd67-92fb3fbc5f51,1614.77,GBP
f1c8c0c6-d826-41c2-8988-df75f39fa271,2024-04-20 10:42:26,6fd009e3-010e-4450-9c82-ccbabbbcfc43,CY,76c51341-9fa0-456e-8376-f2a625457297,4634.99,DOLLAR
36804ea0-4817-4bb8-8044-fbc3795b41bb,2024-07-26 12:39:17,a9ce1853-18a2-4d6c-b357-d0a1d2a30fbc,MY,df41018a-54f3-43ed-b5ad-96c8dddaa729,1793.81,EUR
669a1e17-9dec-497c-bf98-63de5d82b7bb,2023-12-05 21:23:46,6e1213b0-e6cb-4545-95b7-1ba3f1f2ea33,MK,201daa22-b046-491a-a02a-2de2a1a8efc8,4274.09,EUR
a0675e37-b8b9-43de-9fd1-764eccbc0921,2024-03-30 03:41:56,1a838177-c45d-41d5-9273-f978fcbab5e2,CN,d6f239c6-f8fb-4dc2-873b-4d2452fe679f,1787.41,EUR
5730bede-a5c6-4f51-8e73-e126346b3d1a,2023-12-11 02:58:53,919e9876-5651-41be-85cf-fd7e157ef535,CZ,e57f4e6f-fb08-4a7b-90c9-f991ee7de75f,879.25,EUR
fcc40713-eb1c-4e4c-b2a3-38fe64bb9354,2023-10-22 22:24:57,50930bc0-b777-4b95-809f-7940899ed4ea,TG,44478f71-749a-4559-b91c-c9e326f210b8,369.93,EUR
f113139f-f6c1-47f9-95e6-31cabf81063c,2024-01-27 15:18:51,972c3ae1-dc0f-4e41-b8f2-f3cf3ca6c6bf,HR,068b9447-2255-463c-aaea-2eb7490ff5ef,145.0,EUR
4cb020d3-8010-4f3a-bbe9-c68b652cf5b7,2024-03-07 13:16:37,6f85e5c8-7805-4613-b3fd-d71fb1a870fa,CZ,d4317a6c-1e37-4210-8ee1-750baa08dc16,1526.15,GBP
dca28873-979c-4952-b670-b36ccd1e80f1,2024-09-14 22:13:10,6d7626a1-ae29-4f61-858d-a3424e246fb1,NG,820fabf8-0a88-408a-b7fa-934b94d74d08,4755.11,GBP
ea139e05-318c-4b66-af4c-3331e4d2ff1f,2024-07-12 04:47:05,0f3b4a46-f39e-41a5-b8c7-7ca94087647c,CN,672fa1bc-16c4-4ebb-903f-14fd9dfdbc7e,4510.42,EUR
58b82328-d35f-4e5e-9e56-bb754f25ce53,2023-10-19 16:58:35,3a184dc8-e8d0-45b1-a34a-290d0723dc83,MD,8fcf4f6f-ec5b-4a1f-9e2a-24eac282b742,2410.55,EUR
4c8f4246-a838-48ee-9427-0d74de12aa73,2024-05-18 21:47:13,dd71eb60-41a5-497d-93fd-af2ab97efae9,FR,27fafe1f-57b0-4ec7-9dca-61a9d8e865fd,4421.27,EUR
12de1a00-17c2-4e74-9455-b657fdafc36a,2024-01-09 14:57:37,99e1f7af-81d8-4933-b293-bba76841113e,CN,2b59fd45-9359-4297-9708-d02bf8403bca,1336.46,GBP
7c739bb2-20a9-432b-ac80-7b36ef46c08e,2023-10-17 23:10:39,3c42a459-bbd3-49d2-9109-d5b4f4087210,PH,2d23665b-5fd7-4488-ab54-17ad6774ddf2,4909.41,DOLLAR
7caf30bf-f133-4b9e-8ac4-7c2772ce0f93,2024-03-16 19:58:40,e776be30-8763-413c-86be-35dfdb9c1762,PE,ddbe2916-2641-49c2-bdd5-883523edbfee,3270.14,DOLLAR
6590f474-13f2-4c0d-ae8c-e4b88044e05f,2024-04-19 13:02:43,b87d482a-70bf-40ec-924b-30e1abbe93db,BR,ac6b66e1-46ee-460f-befe-f9f1a74af131,163.71,GBP
5cef10a0-0b5b-4dc8-bc10-4f0d675db446,2024-09-16 05:21:56,6ae2a2a3-1e22-4144-9afe-bc1faddc0aae,PH,16b94e10-2046-406a-ad53-58f93164f928,1976.23,EUR
4b7ea5fb-b6ba-4623-8d1e-a3101fe511e1,2024-04-08 15:35:34,ed669291-c39f-4c31-9ed4-edc3b638806d,FR,ed85ce71-9e21-48be-bcee-5ce566275e71,1988.38,EUR
3af33c5c-9cf8-44c6-87be-288087d787d4,2023-10-10 10:56:02,f4b6a5a6-8d1d-4133-836d-462bab9ded34,PL,9f02ad80-920f-462c-a0fb-1645aaadd687,123.05,GBP
397af1c6-a345-4f86-883f-c65ca34f81b7,2023-11-29 22:33:42,f9d94bfb-8ccf-420d-ad79-cc366f5687a5,CN,dcc44ceb-103c-462a-b470-36954fc663e6,366.77,EUR
39e5cd1f-77a6-465c-95df-0c4f0b25835c,2024-04-26 11:38:30,d6088117-e0bc-48f7-9595-bd9038d35101,ID,191b8fda-f7dd-4c9b-bc4e-4f5c788c7fb4,1118.58,EUR
ae17accf-58b0-4edb-8d43-44d462cb900c,2023-12-12 05:46:21,63650ed0-91e4-4f1d-aafd-1a813c6c50d4,HN,d6178509-f15a-4a3a-8096-ff295757b0f7,989.13,EUR
42e41f4a-5be6-4c8b-8390-91ba07dd22d2,2024-06-23 10:44:49,c895667c-99f2-4853-b8d0-a9734d7a3725,CN,aec88061-61c2-4b42-91ba-2735e2bcbc08,3126.07,GBP
1fbc9cef-3265-4f69-93e9-c462af7d3222,2024-06-04 01:25:16,6addca85-3ad3-4de1-9a0b-8c5e7748f766,SA,d97152e9-8d50-47cb-973f-7902b0f29f03,996.64,GBP
a7b7580d-28bd-44b3-bbfb-abe3d1afd197,2024-02-13 13:17:09,2cc03c8b-8ba3-4140-aa33-e0fad8be2589,CZ,8bc02997-3780-4b25-8b55-1b9921049afe,3773.32,DOLLAR
b4967b9b-a4c8-4c49-b468-0eb2587df30b,2024-01-07 17:29:59,1c9c26d1-06ba-4ac9-9d11-e14460ccfa3e,ID,d3124363-4b08-4850-b638-b7b2a1688c98,140.0,DOLLAR
fca15d09-e9d9-44b7-90fb-62dad79eb077,2024-04-28 01:21:33,5beb191a-1d0d-4f21-8782-4b94d8a83be5,ID,b3952411-3d81-4ab7-8a60-c051b317b01a,3022.08,EUR
1777bc28-e250-4c74-b9b0-a7d53550cc52,2024-02-19 07:18:46,0c67ab49-4bef-4b01-8019-5eb0b428473f,ID,f8609510-6cf0-41fc-9041-bda0cdee40e5,3572.03,GBP
8f74a63b-b517-40ee-8e0f-0a63655523d7,2024-04-24 13:31:02,bd8da26c-a7a9-4bd5-b721-8026c45ea583,LK,86ca43a3-455b-47ae-9742-be1a437481d4,720.29,GBP
640b069e-6652-4522-b214-c065e9aa3f5c,2024-01-31 16:23:27,d9e1c162-be86-47fd-9f96-918913534b3a,CN,a179b0fe-3a3f-4cf2-bc54-a353929b10a3,4725.43,GBP
09726ed2-cc65-4c46-bf10-a1730e040743,2024-06-25 07:29:10,c1f10922-b31b-40e4-ae19-52e577e3b39e,CN,d289aed2-1c37-4f5a-a32b-71a38924c3a7,3613.59,DOLLAR
5db14ea7-cf3e-4d56-8357-247c231eef60,2024-04-26 11:42:14,a5c3cce7-3052-4901-9dbd-77d8163705b8,CN,2e6ede28-aa8f-456a-af71-e11f31fe4bdb,624.99,EUR
de51fbcd-8fcc-4d96-9706-4a51af708a67,2024-04-24 06:55:57,1c3822d4-b745-472e-aaf3-a8afc7ac7ab1,CN,712f8b22-5b26-4dc7-a3c8-cc31798fff4e,62.5,GBP
34399767-69f7-4dc2-8119-3ad52349a2e2,2024-01-21 04:43:11,d3efd24f-f193-4e56-bc16-c6ea7e4a4dd1,RU,1d6b01a8-ccd4-48c7-a8bc-527d92f7cf43,1498.25,EUR
2d87b7cc-a367-4b94-8d6a-69048b421dc6,2024-08-19 07:10:54,5ce61b9d-e272-46b3-b113-1c0dd6328b19,CN,07b20fdf-1628-4e63-bfbc-a80c0a562df0,3527.48,GBP
e225007f-0291-4b05-8ec7-1052f0397450,2024-04-09 16:26:06,340489bc-dabb-43ef-9837-7012d1dba718,RU,0fdab3f5-2e7c-45ac-b1e5-d76b8c00b9fd,2759.59,EUR
5d11eece-a131-455a-a3ff-80507b742794,2024-01-22 23:29:34,c70d3afb-cfbd-49cd-a4aa-92f2927ab25f,CO,fbb8901c-2e1d-4afd-9209-c2fdc15a5183,2534.84,DOLLAR
c2b659f0-903b-4b78-96ea-4ecef45a1127,2024-04-29 11:02:57,f8a2341d-e347-43a8-88dc-d3fabe190815,CN,eeb9ff99-02f2-452b-b143-98ce9e1db7a8,4950.68,DOLLAR
7aebe705-e814-4d54-9cb4-2e4dbaa6dcdd,2024-01-24 02:08:43,25a7231c-65d1-4467-8325-2acf49da2c38,PH,f47d209a-3908-4e54-8237-d1dc4424bfdb,4208.58,EUR
bcf21af6-ed52-4cce-ad82-7028d01d5daa,2024-10-04 10:40:12,443f3556-fdb1-4795-a29a-905fe0ca9ee4,US,2f659fff-374d-4d1d-8791-7185ce0e6352,3920.81,DOLLAR
dedc5772-077a-41d8-b33e-99c80b21a717,2024-05-30 21:53:55,083d99da-5c8a-45cf-a2d2-1c7fe98bc644,CN,2070d4d1-d90e-4450-9fb8-c5c484aa52e2,574.39,GBP
51a6116f-2b62-4242-a190-dc58f8220eff,2024-01-30 11:58:37,19869490-8863-4d34-91a7-49bfd8ccc0b1,SY,c9d1f428-03ea-4f4a-bba1-9ce1cfad8490,85.64,EUR
df29d2f3-7095-4d14-9375-1114e3341681,2024-06-01 17:37:40,836a25ec-a359-4e47-88fa-dc4eeed86513,RU,a29dff3f-63e8-4abe-a685-7ef7ac1d1512,2186.55,DOLLAR
e761b018-e6cb-4eb0-a019-10a628c3ea91,2024-04-26 02:15:33,33bf31bc-f118-4593-8fc2-c93884168004,GT,14abbd33-5f13-4574-a944-2362ed2d4355,3939.5,GBP
5c3cbb33-545a-4758-8843-0fe7fe1e3d91,2024-06-30 11:55:01,bb96acad-3c6c-4e61-beee-bc7f75c35e47,MM,5914f187-3378-4b43-8362-9c8774b84784,799.34,DOLLAR
8affa804-cc4c-4343-bb08-e9fd502eb99b,2024-05-24 02:12:28,493776df-265d-4df6-8013-98160951f0ac,UA,ca7a95a5-888c-46ba-90f4-45dcff326a60,4842.62,DOLLAR
eed5974d-adc1-4ca5-b28f-f8b59c0fe8fd,2024-04-24 15:08:02,8a77ef7c-ed76-4a40-9a15-0a024d85670b,CZ,2368bbbd-d9ac-48d8-aa43-9b1f0fd06d87,1286.49,DOLLAR
8f17b129-1f91-4409-b82f-baad456b27f4,2024-07-17 00:40:01,01ed64c7-7e6c-4f33-bd0a-6ccab9f3c268,UA,de3ea917-063b-4d61-bcd9-b4835ac0406f,4315.92,GBP
1aa78c19-a2a8-4709-a0e1-cefb18337e78,2023-12-03 04:59:31,5e8f521d-e005-4e4c-a8e1-e8f26f5de321,CN,a2dc7492-fa9f-439d-bf3a-3a7e12cf1f90,466.16,GBP
91175b80-1b45-48be-a78d-8cc3f7e719b7,2024-09-05 15:20:32,44b20c33-7685-40f5-8dbd-0732a88640aa,EG,d2bc9b80-87ad-4b7a-8d77-a725e6ff1f91,2571.97,DOLLAR
0b9f482c-7361-4573-91fa-3a81bcbd250e,2024-04-30 12:10:59,afbb416f-cfca-4c51-b0d1-ab6afa134c6d,CN,e9459dab-1661-4df0-9278-80364278aeac,4831.57,GBP
6c8a2ea7-f2eb-4723-aa2a-b14fec22edbc,2024-07-08 05:50:39,2a35ccc9-216c-4770-8600-77dea8392845,BD,e42d1a98-678f-4cd5-93cb-09d523b7e7dc,878.4,GBP
4f272b8d-a70d-435f-a7c0-53baf90cb7e4,2024-05-12 04:59:03,f0ff48f3-4a4a-43ed-8d2c-fc494ec3a2a4,NO,1711471d-1e9e-4af8-bb40-087ba8be47ad,4407.39,GBP
aa3e552d-2ae9-4ac9-a642-eac13d4daf8f,2024-03-05 02:01:31,6e55e4b9-fc7a-4cf9-90e3-b63012b2430f,EG,73197f77-9cf7-48b3-b9ef-b9af22871a3f,1146.77,EUR
d59e0022-b83a-407f-adec-f0e32f1fa9e6,2024-01-01 15:11:44,12b2c0ac-6c37-4047-9f08-6cbeda6f38a5,KE,90d5b82c-ebe9-49b3-972d-85a6f35fc9ff,1312.15,GBP
8c08d886-fd40-43fc-a238-ee513e4ad43a,2024-09-11 02:26:58,c8aea88d-e00d-4ff3-a109-5524dbbb02e5,NP,f4396088-a251-4dce-b6fd-d3c839ae74db,3397.26,GBP
c1fe86ea-4296-440d-a91e-b192394648d8,2023-12-23 18:06:49,5f758e39-cee4-4905-9b95-819b6e19b891,RU,64fc4f7e-c505-4bc4-b181-b18d268f2ab2,1518.43,DOLLAR
43d9d561-3b9c-44ed-b091-9478705efb7d,2024-06-26 08:13:57,2531797c-48fa-4b53-b73a-119cbbeb51c9,BR,37413b0c-120c-4b68-96c4-be8678f02caf,3944.45,EUR
fef8edd2-1aca-46e8-b2eb-dd0e0e916083,2024-08-31 00:01:49,70940e5e-06cd-416b-bf64-cafdd540e7cc,RU,2f9c0dab-65a8-4a98-a65c-9c67ce223def,3920.56,EUR
615416e7-b088-4582-afbe-03ffde9be27c,2024-08-14 05:42:09,00562918-6066-4bfb-a790-afde415faedb,PL,f771fc5a-8d1f-44e5-85ea-90895437f4a0,1687.55,GBP
e57761ba-7440-4405-8db6-788ef99d5fef,2024-03-14 09:44:22,ef1dbbeb-1314-409c-a67c-708beaa04682,SE,26d37157-13d3-445f-8673-6d1d481ecb9d,3080.62,GBP
7c201a75-570b-493f-a515-4dc5220e2511,2023-12-07 21:50:47,3091f904-28c1-43fa-87ed-1a25c0dd341b,CN,745d3b9a-81de-4baa-a95e-edb55a3bef29,289.58,EUR
5282cdb1-011b-4e38-aea1-65b0434d7421,2024-10-01 03:58:00,dc84e3f3-8f4e-4824-99b3-bd61d4d63823,CN,372b882f-92f6-46d7-b799-cf5f7b1a727e,3660.98,DOLLAR
00da88b4-e3b8-4536-96dd-62c4d2e4c193,2023-12-27 22:47:16,834ae665-2fe5-4cf5-9e47-5f094bdffcc5,CN,439d6cc5-4255-4dfa-acd9-d6199bafe1fc,1361.21,EUR
12e5e96e-b890-4f4f-a8bb-be5f33e9cb9c,2024-03-01 12:51:00,ee16b6e9-41f8-42b5-8793-60539be39e0d,SY,1cf8d9dc-6fb0-4b1a-bdc4-7caaf2f7a76d,1565.25,EUR
3123d3ab-b6e0-461e-ba3c-70d847daa906,2024-03-27 12:48:35,4ce77374-db76-42c2-b428-f04a744b529c,ID,036e90d6-33b8-44ac-8343-336a3e4640c0,3116.96,DOLLAR
86c91c01-10db-481b-a884-39ba691ba867,2024-07-11 08:33:28,ca311456-21c9-4493-8d95-d686ffee6d1c,VN,9f01897d-da4c-4301-86e4-c6f64ca5c31d,3720.43,GBP
63172f0c-254b-4d30-9c6d-1de3c4b547ee,2023-11-05 21:32:46,ebf3a11d-c305-4365-90c9-f7d52f38e4f3,PL,8ebe35dd-e0ab-493a-8214-1d3cafb8063e,3274.12,GBP
e78ca098-0514-4103-b416-7f1ac8fc08d8,2023-11-28 08:06:29,83ebfe7e-6722-4b84-b876-8da5ea8b33ec,BR,bee266a4-7877-48e1-9cd7-7c2912884c56,3611.18,DOLLAR
a0a58477-7662-454f-9da8-3ae5456acb2e,2024-05-03 13:41:09,273d36e4-7bfc-4ddc-86f9-855282320fc1,BY,ffdd7895-6379-4fca-b1d5-f562f3927889,893.52,EUR
efc86c65-0915-4dc3-8ab5-bcb56b9222d1,2024-09-08 13:14:10,1058888a-dee1-4c21-896d-9165b91a0512,HU,a81b334c-33c0-49ae-a5ab-802153fbfa50,1019.24,DOLLAR
2c8993de-c7fc-4b6e-9dd7-693c4f0ad19c,2023-12-12 20:41:27,9ba5088b-2b67-42d4-a1d5-c6fd902fd757,CN,82cff442-66d6-4579-a705-05c9feeb5475,4556.09,DOLLAR
5c6d5e45-c4e2-4ecd-b5d4-22789c3bf864,2024-06-09 11:30:54,ecb0d9dd-4309-419f-9706-b107b45e6c35,MD,93c9ac30-ddb9-4af7-926c-d27f60f9261f,1684.12,GBP
6bf0505b-ec79-4015-a783-38975bf7151d,2023-11-30 20:15:40,bfb9a67b-fdfc-4e17-87a1-31efd2127bff,PH,68043b70-8ebf-4b31-b5b1-0edc9ea8b21f,144.6,DOLLAR
f3beea85-23fc-4ea4-a9bf-1e3c8b96d9ad,2024-03-04 13:04:18,da708eba-033c-4818-8ba7-f6fd48ab1ce1,RU,775b142f-ac16-4914-80c3-9e59f247100b,2891.93,DOLLAR
52bc0a37-de91-4c5d-bd60-ce0dfa83155a,2023-11-13 08:06:44,80f862fa-1af6-4fd6-9c22-f746626ff338,FR,07d00a69-94bd-49ad-b2b3-f9267b8b6122,3968.6,DOLLAR
52881766-3eb9-4c12-839b-220599781de3,2024-01-14 03:05:22,70a6be48-54a1-4997-bb74-f85736d6f084,CN,36a81385-d06f-473e-b305-efde6d0261dc,2077.09,DOLLAR
ed7a1c5e-617a-411f-a1a0-10446599c132,2023-11-28 23:09:18,5c368f53-0d17-4a3d-89e6-4fde6d994100,CA,34f66839-df91-4b1a-a93e-32ef7928c8e1,1488.75,DOLLAR
b4a86b84-62cd-433c-ad21-c8afa8d468ea,2024-05-26 15:42:40,ef78510b-a7f4-461f-9d23-a587f2395d70,SY,ba590916-0125-4fe1-b879-70a6cf3cde46,2016.66,GBP
32626d73-8098-488d-a003-0a97cb1af284,2024-06-25 22:35:22,a1ceb8c3-23c4-4f84-9fd7-71a2d2a55840,JP,0ba43ac1-6ea1-4512-9f40-48ef1d26e3b2,603.14,EUR
f407f7cb-3c53-49c4-b26e-3429af935fe2,2024-04-15 23:03:20,ea0658d1-f79b-482e-bbec-2fedb60a2410,BR,cac740e5-5fed-4498-a83a-b07e6f6a2800,4777.86,DOLLAR
3f3e1473-c5f8-45f8-aa59-9d805b000dcd,2024-02-11 03:38:59,6ffc11b4-a576-4190-8a48-25796066a579,CN,82fda2af-86b5-4240-8ff9-445bcb2f6fcd,4388.53,GBP
777970ed-f072-4070-b9f7-471b831a07b2,2024-03-10 23:59:18,b4086616-9a60-4337-b1a8-85f62f75538d,PH,dc092686-be0d-469c-b859-aa6239cb6a19,152.03,DOLLAR
bca19677-3d1c-4e51-99b8-debe435a89d8,2024-05-04 23:04:44,5441c02b-574c-4466-ab43-91e050c615e0,MX,59612a09-f039-4534-b160-366b107751e9,3410.57,DOLLAR
6a405efe-7500-476e-a0e5-fb268e2c381a,2024-04-14 05:04:49,dcb1c095-f19d-4255-acf5-d44edb975d30,CN,be16da82-1874-4d55-b4b8-344b9ed38abf,1922.1,DOLLAR
8963036b-e894-42c5-bd80-6c0d56aeb74c,2023-10-22 23:58:31,2c65a893-3d96-4c73-97bc-b42c353240bc,PH,defc150e-a25b-48ee-b442-69384a73b8a2,246.01,DOLLAR
0a64a5e7-9fe4-478c-a16c-c524df69918f,2024-04-23 01:41:45,09f29b65-f416-444e-a269-9dddb39bc3fd,PL,0493ba38-6b24-4093-afea-1f923c2aa4fa,2178.8,EUR
73d10410-30e1-4f5e-96b7-b7c995342191,2024-03-19 01:06:30,a1fdaff4-5007-407a-bf74-581af1432262,SE,0ac46b8f-1afd-42d4-b974-91a3a1a42674,2669.77,DOLLAR
e7029352-e29f-48d9-9dec-f9d3afcfff5e,2023-10-23 04:39:51,1480645a-6293-44e8-8746-86260c03bc5e,CN,b0d26566-9334-4c40-adc4-5ff6b01f91a8,1394.25,DOLLAR
31dc4b92-85fc-4302-91a5-890816b3465d,2024-03-09 03:14:15,0ba48e07-40f3-4ab2-947f-713bf92a84aa,ID,8bbe1aea-e27c-4518-bc3c-e55ef1ac6f07,1446.08,DOLLAR
65f6379d-c857-4aff-890a-29da0b160b94,2024-07-20 22:31:14,e0431b38-b547-408d-aeae-5b18260d1949,RU,042b5dab-d150-49d3-8ba4-d24859590d88,3303.87,DOLLAR
16a92716-5bdf-435b-b3a8-fd475eef1ca0,2024-04-29 00:04:48,b4d7cdd3-e51b-4c1d-af45-4a5057d2f963,SE,2cd7f151-6172-40b9-b692-47f5ad9d9f46,143.76,GBP
3ad536cb-4e91-4785-bdbf-7336b9abfdef,2024-02-14 21:26:09,48aff8a4-25ef-4c4a-a70b-652009515497,AZ,2a7c7df6-0583-4864-bb9a-d7b35de01e15,3368.76,EUR
c4ad035b-e148-4c29-87d2-5bc507769369,2023-10-31 14:35:40,2a8d41a9-a9e4-4ed8-9111-f20af0154929,MX,2ce9461c-9eee-4119-b090-8d5e77ff103d,2279.56,DOLLAR
7dccfa82-7800-497e-9f4f-99fe722ddeeb,2024-09-27 12:52:44,5b0cf84b-6538-4452-ab69-e7bc9aef1815,FR,61e41b36-7e5b-4432-8747-5b298368d19b,2065.14,GBP
a038dd6b-01f0-4152-9db4-57d9109538f9,2024-08-25 16:15:59,f554b66e-dd6f-45a1-be39-68bd091745b5,NL,d33c8130-add9-41bd-954f-9b25dcdea2c7,4229.77,DOLLAR
642c6608-eec1-4815-b1a3-7a39125e6453,2024-07-14 12:14:10,58360941-12c0-42c3-baaa-921ecd10be0d,CN,633b0aa6-ead3-409c-aeca-98f3a41bb10d,940.66,DOLLAR
df894b29-4ac6-4cec-8aac-a067307003ee,2024-04-01 07:35:01,0fea206e-9bd1-44c7-a4ad-417a03d55055,FI,b5266547-9d64-4526-a081-d8dd67a8f2cc,4723.58,DOLLAR
e9a5256a-b23b-494f-a44b-192c77c8268e,2024-03-18 09:29:36,227ff883-e723-46bd-9c2b-c4e98e598bdf,RU,c1340616-a724-4fe3-ac49-07437f7a0965,2009.92,DOLLAR
7becac4b-119b-4ddd-b01e-dd7bd3058443,2024-06-05 17:12:33,37e27e06-410c-4361-9a37-1e1e0345365d,MX,fb7903ec-412d-429e-b0c0-051397d8a982,1424.6,DOLLAR
8e993a36-7c54-401c-b3a2-19a52012151f,2024-02-19 12:07:46,b559f4c5-980d-4f91-bbe6-7b176025d993,BR,df204806-1e9d-45e4-a561-9d38762d825c,3951.32,DOLLAR
b17932ef-3f88-4922-890d-b4ecf055584e,2023-11-27 20:29:09,df3dc960-1e54-4a22-9851-682278d43847,CN,55a136aa-334a-4e23-86d8-eddfdfc8eec2,373.9,EUR
9955c314-4f56-471c-964c-4e3308a0aa05,2024-02-06 17:48:16,283c03a4-421b-45c5-ac2f-1b3b04d6122a,AR,94f949ec-d203-429b-825c-e3922723705d,628.18,EUR
66635dd2-bd14-4d5e-af9a-2a6baca538ea,2024-08-14 10:10:04,6a03f627-6891-478e-9a54-4b63a99f0858,VE,bf9dc941-eb3f-47d9-a627-fe6366c7039a,4662.29,GBP
017dc232-8891-4e1e-9dd7-f49da7e977e1,2023-11-01 14:49:00,58d73809-c377-4d51-8a01-8d3bde1ab163,US,7b17f8fe-13f1-4168-ae8a-5e926744039f,1033.35,EUR
8a853fc1-d21e-4754-be10-c6663bfdf346,2023-11-25 15:22:00,7f6e219e-c10f-4d81-a04e-f793befe7da7,ID,258563e9-33da-4dcd-be1c-48dc3138e9cd,612.9,EUR
